name,address,latitude,longitude,rating,rating_count,place_id
Boulderhal Sterk Spoor 🧗,"Schaverijstraat 52, Utrecht",52.1052019,5.0827544,4.8,185,ChIJd_zKhvxvxkcRifzHtjn6C4U
Racesquare Utrecht,"P3, Hertogswetering 171a, Utrecht",52.10454130000001,5.0593646,4.5,763,ChIJWWS5pBxvxkcRTwsWmNo0QPU
Wok & Noodle Bar,"Nachtegaalstraat 68, Utrecht",52.0917855,5.1316434,4.5,193,ChIJF4Mkvk1vxkcR5ohACfmbpo0
Parnassos Cultural Center,"Kruisstraat 201, Utrecht",52.09420910000001,5.1305584,4.4,439,ChIJwZQiYTZvxkcRVfdi4U02pBM
Dikke Dries,"Oudkerkhof 36, Utrecht",52.0919956,5.121509000000001,3.9,747,ChIJjYdeQEVvxkcRjnFDNngQSoM
Ana's Meze & Mangal,"Voorstraat 62, Utrecht",52.0951642,5.120983799999999,4.6,478,ChIJc3bVyEVvxkcRRTO2zm_FJ6M
De Vrienden Utrecht,"Nobelstraat 8-10, Utrecht",52.0931837,5.1248882,3.6,872,ChIJD0XYoU9vxkcRHecaJ6YVFcs
Café 't Neutje🍺,"Neude 30, Utrecht",52.0926785,5.1185176,4.3,703,ChIJq1ZC7ERvxkcRYrNCaL2830g
Chi Chi - The Golf Venue,"Gageldijk 1, Utrecht",52.1210528,5.1404519,4.4,1077,ChIJjdPo75BvxkcRSkmX7PjiHMg
"Café ""Binnen Best""","Biltstraat 63, Utrecht",52.095102,5.129338,4.5,73,ChIJpyN0sE5vxkcRfXqbcBdi6kA
Café De Potdeksel,"Lucasbolwerk 22, Utrecht",52.0945192,5.125795999999999,4.5,256,ChIJdcpSFk9vxkcR7HH1HR2ctcs
Vascobelo V-Bar Nachtegaalstraat,"Nachtegaalstraat 52, Utrecht",52.0921067,5.1309118,4.2,164,ChIJ4dy9P5RvxkcR80q_c_58ovg
Union Latin Lounge,"Biltstraat 37, Utrecht",52.0950219,5.128207199999999,4.4,93,ChIJjwhoxk5vxkcR-TwNnN0s_oc
Concours Wine & Foodbar,"Biltstraat 23, Utrecht",52.0949199,5.127467999999999,4.7,46,ChIJORfIIQBvxkcRZp_DJm0PAXg
Villa Orloff,"Lucasbolwerk 1, Utrecht",52.09281670000001,5.1265277,4.3,889,ChIJz1Z7XbNvxkcRBNXnMy5dTPA
Beuntjes Feestcafé,"Nobelstraat 243, Utrecht",52.09289270000001,5.1258125,3.3,68,ChIJ7XhIr09vxkcRYu2-IiTANEk
Beuntjes Oase,"Biltstraat 8, Utrecht",52.0952861,5.1269921,3.6,49,ChIJW9M18hxvxkcRrqfLxnhU-Hk
PJAY keuken & bar,"Biltstraat 1, Utrecht",52.09492849999999,5.1267931,4.9,16,ChIJwza6Q9tvxkcR-myWT8gcoHk
GINNY,"Nobelstraat 283, Utrecht",52.0928482,5.1260674,3.8,25,ChIJm1qLZQBvxkcRqmJ325xFWCE
Café 't Pandje,"Nobelstraat 193, Utrecht",52.09295100000001,5.1249422,4.4,299,ChIJVwKLoU9vxkcRp-s_Y8R3cq4
Restobar Vivid,"Nobelstraat 207, Utrecht",52.0929359,5.125024199999999,4.6,163,ChIJjZmtJABvxkcR9Rv4wRdcZ2U
Café Joost,"Achter Sint Pieter 3, Utrecht",52.0918921,5.122746999999999,4.3,215,ChIJR-H2XkVvxkcRVAYqJAacmKg
Kushiin,"Ridderschapstraat 1, Utrecht",52.0951332,5.1248022,4.5,285,ChIJG9E07BZvxkcRqpGebL_swwU
Wijnbar Hemel & Aarde,"Keistraat 8, Utrecht",52.0923618,5.123016699999999,4.3,25,ChIJ6WiOYWJvxkcRfSE82fJKHJ0
Anne&Max Boutique Hotel,"Domstraat 4, Utrecht",52.09161289999999,5.1225128,4.2,91,ChIJMSrJW0VvxkcRbYYY88oeLFg
Ulu Tapas Bar,"Voorstraat 102, Utrecht",52.0952157,5.1229529,4.5,82,ChIJ-2Qq-6lvxkcRSBw3BbshIZI
Restaurant Sevilla,"Korte Jansstraat 5, Utrecht",52.09227780000001,5.122275699999999,4.1,664,ChIJwctF7N5vxkcRuVIVQ6T0SME
Bar Josefien,"Voorstraat 96, Utrecht",52.0952616,5.122760899999999,4.5,102,ChIJFSf22HJvxkcRLaibKibycYc
The Streetfood Club Utrecht,"Janskerkhof 9, Utrecht",52.09299230000001,5.122149200000001,4.2,4230,ChIJEx0UcUVvxkcRG7qyV_JPhrY
Ruby Rose,"Korte Jansstraat 23, Utrecht",52.0928573,5.1220479,4.4,1959,ChIJyY5qNG5vxkcRJ4hapgeZbys
Lebowski,"Domplein 17, Utrecht",52.09066980000001,5.1208959,4.1,2575,ChIJi0Jay1pvxkcRDcw0S5AAuYs
Bar Restaurant Walden,"Domplein 16, Utrecht",52.0908501,5.120775699999998,4.0,590,ChIJha9WM0VvxkcRkgmgY1FKe0o
Badabing,"Domplein 20, Utrecht",52.0906499,5.1208863,3.9,422,ChIJe6UfK45vxkcR3W_lVUNcEGQ
Blue Bar1,"Donkere Gaard 2, Utrecht",52.09004359999999,5.120969999999999,4.6,67,ChIJjwv78NpvxkcRL7wGHeubpZY
"Café ""Marktzicht""","Breedstraat 4, Utrecht",52.095077,5.118361,4.2,488,ChIJ9xqIFERvxkcRmaR8FyvTYQE
Firma Pickles Burgers & Wines,"Drieharingstraat 1, Utrecht",52.092098,5.1162155,4.3,1898,ChIJ8fbCXkNvxkcR1v2ciYKnhdc
Café Kalff,"Oudegracht 47, Utrecht",52.0948977,5.116215399999999,4.5,581,ChIJFzYVjUNvxkcROiPzX3rIWB4
Quignon Kitchen & Bar,"Oudegracht 134, Utrecht",52.0921522,5.117198900000001,4.1,1531,ChIJ76SU9kNvxkcR6fh5434z2V8
Café Van Wegen,"Lange Koestraat 15, Utrecht",52.0936529,5.114276500000001,4.7,123,ChIJvT_JB0NvxkcRceOyGXKnook
Wijnbar VinVin,"Predikherenstraat 19, Utrecht",52.09458919999999,5.118622099999999,4.5,394,ChIJ7XIbQkRvxkcRma9GP3q4cfc
Tuincafé Zuilen | Utrecht Natuurlijk,"Daalseweg 150, Utrecht",52.1238615,5.069283,4.9,22,ChIJ1cR1YOxvxkcRm1UyAfVc46c
vandeStreek Proeflokaal/ Taproom,"Ontariodreef 43, Utrecht",52.12730159999999,5.087077299999999,4.8,74,ChIJJz3d4fpvxkcRcGaveZK4RJU
vandeStreek,"Ontariodreef 43, Utrecht",52.1275108,5.0868868,4.7,123,ChIJe--IrlVuxkcRW_bHOd4rh4I
the Postillon,"Lijnmarkt 50, Utrecht",52.08921259999999,5.1209623,4.1,460,ChIJi5WflFpvxkcRYSzx0ZpvJBk
Sportkantine 't Geintje,"Aert de Gelderhage 7, Nieuwegein",52.0492385,5.082468,5.0,3,ChIJ7XBMFvFlxkcRaS4J0Rs4PMo
